"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","738","test_bool_return","hil.zephyr.nrf52840dk","Fri Jan 02 20:04:01 UTC 2026","passed","Fri Jan 02 20:04:01 UTC 2026","","test_rpc","",""
"","1959","test_multiple_artifacts","hil.zephyr.nrf52840dk","Fri Jan 02 20:01:18 UTC 2026","passed","Fri Jan 02 20:01:20 UTC 2026","","test_ota","",""
"","1454","test_multiple_artifacts","hil.zephyr.frdm_rw612","Fri Jan 02 20:10:59 UTC 2026","passed","Fri Jan 02 20:11:01 UTC 2026","","test_ota","",""
"","3190","test_set_int","hil.zephyr.nrf52840dk","Fri Jan 02 20:23:06 UTC 2026","passed","Fri Jan 02 20:23:09 UTC 2026","","test_settings","",""
"","3250","test_set_int","hil.zephyr.esp32s3_devkitc","Fri Jan 02 20:30:39 UTC 2026","passed","Fri Jan 02 20:30:43 UTC 2026","","test_settings","",""
"","1239","test_many_args","hil.zephyr.native_sim_64","Fri Jan 02 19:54:27 UTC 2026","passed","Fri Jan 02 19:54:28 UTC 2026","","test_rpc","",""
"","11355","test_int_too_large","hil.zephyr.native_sim_64","Fri Jan 02 22:54:33 UTC 2026","passed","Fri Jan 02 22:54:44 UTC 2026","","test_settings","",""
"","1465","test_many_args","hil.zephyr.nrf9160dk","Fri Jan 02 20:17:26 UTC 2026","passed","Fri Jan 02 20:17:27 UTC 2026","","test_rpc","",""
"","943","test_lightdb_deleted","hil.zephyr.nrf9160dk","Fri Jan 02 20:29:06 UTC 2026","passed","Fri Jan 02 20:29:06 UTC 2026","","test_lightdb","",""
"","71641","test_fw_update","sample.zephyr.frdm_rw612","Fri Jan 02 20:17:38 UTC 2026","passed","Fri Jan 02 20:18:49 UTC 2026","","fw_update","",""
"","2644","test_set_int_range_max","hil.zephyr.native_sim_32","Fri Jan 02 22:55:21 UTC 2026","passed","Fri Jan 02 22:55:24 UTC 2026","","test_settings","",""
"","63408","test_hello","sample.zephyr.nrf9160dk","Fri Jan 02 20:29:52 UTC 2026","passed","Fri Jan 02 20:30:55 UTC 2026","","hello.cid","",""
"","5255","test_resume","hil.zephyr.esp32s3_devkitc","Fri Jan 02 20:27:27 UTC 2026","passed","Fri Jan 02 20:27:32 UTC 2026","","test_ota","",""
"","27858","test_restart","hil.zephyr.nrf52840dk","Fri Jan 02 20:24:49 UTC 2026","passed","Fri Jan 02 20:25:16 UTC 2026","","test_settings","",""
"","27059","test_restart","hil.zephyr.native_sim_64","Fri Jan 02 22:56:05 UTC 2026","passed","Fri Jan 02 22:56:32 UTC 2026","","test_settings","",""
"","503","test_many_args","hil.linux.linux","Fri Jan 02 19:52:48 UTC 2026","passed","Fri Jan 02 19:52:49 UTC 2026","","test_rpc","",""
"","505","test_float_return","hil.zephyr.frdm_rw612","Fri Jan 02 20:02:57 UTC 2026","passed","Fri Jan 02 20:02:58 UTC 2026","","test_rpc","",""
"","46909","test_reason_and_state","hil.esp-idf.esp32s3_devkitc_espidf","Fri Jan 02 20:04:41 UTC 2026","passed","Fri Jan 02 20:05:28 UTC 2026","","test_ota","",""
"","198","test_wrong_type","hil.zephyr.esp32s3_devkitc","Fri Jan 02 20:31:51 UTC 2026","passed","Fri Jan 02 20:31:51 UTC 2026","","test_settings","",""
"","746","test_int_return","hil.linux.linux","Fri Jan 02 19:52:49 UTC 2026","passed","Fri Jan 02 19:52:50 UTC 2026","","test_rpc","",""
"","6403","test_block_upload","hil.zephyr.frdm_rw612","Fri Jan 02 20:05:11 UTC 2026","passed","Fri Jan 02 20:05:18 UTC 2026","","test_stream","",""
