"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 18 09:24:43 GMT 2024","Mon Nov 18 09:24:55 GMT 2024","12267","hil.esp-idf.esp32_devkitc_wrover_espidf","test_settings","","","","test_set_int_range_out_max",""
"passed","Mon Nov 18 12:56:01 GMT 2024","Mon Nov 18 12:56:11 GMT 2024","9841","hil.zephyr.nrf52840dk","test_stream","","","","test_block_upload",""
"passed","Mon Nov 18 09:13:44 GMT 2024","Mon Nov 18 09:13:45 GMT 2024","1258","hil.zephyr.native_sim_64","test_rpc","","","","test_one_arg",""
"passed","Mon Nov 18 12:57:51 GMT 2024","Mon Nov 18 12:57:52 GMT 2024","976","hil.zephyr.rak5010","test_ota","","","","test_multiple_artifacts",""
"passed","Mon Nov 18 09:13:38 GMT 2024","Mon Nov 18 09:13:40 GMT 2024","1895","hil.linux.linux","test_settings","","","","test_set_int_range_min",""
"passed","Mon Nov 18 09:44:41 GMT 2024","Mon Nov 18 09:45:03 GMT 2024","22449","sample.esp-idf.esp32s3_devkitc_espidf","test_sample","","","","test_lightdb_set",""
"passed","Mon Nov 18 09:13:43 GMT 2024","Mon Nov 18 09:13:46 GMT 2024","2734","hil.zephyr.native_sim_64","test_settings","","","","test_set_int",""
"passed","Mon Nov 18 12:49:32 GMT 2024","Mon Nov 18 12:50:50 GMT 2024","77790","hil.zephyr.nrf52840dk","test_ota","","","","test_reason_and_state",""
"passed","Mon Nov 18 09:23:32 GMT 2024","Mon Nov 18 09:23:44 GMT 2024","12379","hil.esp-idf.esp32c3_devkitm_espidf","test_settings","","","","test_int_too_small",""
"passed","Mon Nov 18 09:22:02 GMT 2024","Mon Nov 18 09:22:03 GMT 2024","965","hil.esp-idf.esp32_devkitc_wrover_espidf","test_rpc","","","","test_object_return",""
"passed","Mon Nov 18 12:51:30 GMT 2024","Mon Nov 18 12:51:31 GMT 2024","782","hil.zephyr.nrf52840dk","test_rpc","","","","test_no_args",""
"passed","Mon Nov 18 09:18:09 GMT 2024","Mon Nov 18 09:18:15 GMT 2024","5252","hil.esp-idf.esp32_devkitc_wrover_espidf","test_lightdb","","","","test_lightdb_reported",""
"passed","Mon Nov 18 12:43:24 GMT 2024","Mon Nov 18 12:44:21 GMT 2024","57512","sample.zephyr.rak5010","test_sample","","","","test_stream",""
"passed","Mon Nov 18 09:19:29 GMT 2024","Mon Nov 18 09:19:30 GMT 2024","866","hil.esp-idf.esp32_devkitc_wrover_espidf","test_ota","","","","test_manifest",""
"passed","Mon Nov 18 09:14:17 GMT 2024","Mon Nov 18 09:14:36 GMT 2024","18479","hil.zephyr.native_sim_64","test_rpc","","","","test_observation_cancel_all",""
"broken","Mon Nov 18 09:30:34 GMT 2024","Mon Nov 18 09:30:34 GMT 2024","0","hil.zephyr.esp32_devkitc_wrover","test_lightdb","","","","test_lightdb_reported",""
"passed","Mon Nov 18 09:35:01 GMT 2024","Mon Nov 18 09:35:05 GMT 2024","3567","hil.zephyr.mimxrt1024_evk","test_settings","","","","test_set_float",""
"passed","Mon Nov 18 12:34:05 GMT 2024","Mon Nov 18 12:34:05 GMT 2024","507","hil.esp-idf.esp32s3_devkitc_espidf","test_lightdb","","","","test_lightdb_invalid",""
"broken","Mon Nov 18 12:52:12 GMT 2024","Mon Nov 18 12:52:32 GMT 2024","19457","hil.zephyr.nrf52840dk","test_rpc","","","","test_observation_cancel_all",""
"passed","Mon Nov 18 13:03:44 GMT 2024","Mon Nov 18 13:03:49 GMT 2024","4838","hil.zephyr.rak5010","test_settings","","","","test_set_int",""
"passed","Mon Nov 18 12:51:38 GMT 2024","Mon Nov 18 12:51:39 GMT 2024","1206","hil.zephyr.nrf52840dk","test_rpc","","","","test_bool_return",""
"passed","Mon Nov 18 09:13:39 GMT 2024","Mon Nov 18 09:14:09 GMT 2024","29564","hil.zephyr.native_sim_64","test_connection","","","","test_connect",""
"passed","Mon Nov 18 09:13:10 GMT 2024","Mon Nov 18 09:13:10 GMT 2024","497","hil.linux.linux","test_rpc","","","","test_object_return",""
"passed","Mon Nov 18 09:34:33 GMT 2024","Mon Nov 18 09:34:45 GMT 2024","12328","hil.zephyr.mimxrt1024_evk","test_settings","","","","test_set_int_range_out_min",""
"passed","Mon Nov 18 09:13:50 GMT 2024","Mon Nov 18 09:13:55 GMT 2024","5222","hil.zephyr.native_sim_32","test_rpc","","","","test_malformed_response",""
"passed","Mon Nov 18 12:33:44 GMT 2024","Mon Nov 18 12:33:58 GMT 2024","13814","hil.esp-idf.esp32s3_devkitc_espidf","test_lightdb","","","","test_lightdb_reported",""
