"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5161","test_lightdb_observe","sample.zephyr.native_sim_64","Thu Nov 20 22:52:32 UTC 2025","passed","Thu Nov 20 22:52:37 UTC 2025","","lightdb_observe","",""
"","300","test_multi_block_upload","hil.zephyr.nrf52840dk","Thu Nov 20 22:52:28 UTC 2025","passed","Thu Nov 20 22:52:29 UTC 2025","","test_stream","",""
"","92916","test_lightdb_get","sample.zephyr.nrf9160dk","Thu Nov 20 23:16:58 UTC 2025","broken","Thu Nov 20 23:18:31 UTC 2025","","lightdb_get","",""
"","28749","test_cancel_all","hil.zephyr.native_sim_32","Thu Nov 20 22:52:21 UTC 2025","passed","Thu Nov 20 22:52:49 UTC 2025","","test_settings","",""
"","92965","test_lightdb_observe","sample.zephyr.nrf9160dk","Thu Nov 20 23:19:03 UTC 2025","broken","Thu Nov 20 23:20:36 UTC 2025","","lightdb_observe","",""
"","3089","test_set_int_range","hil.zephyr.frdm_rw612","Thu Nov 20 23:32:24 UTC 2025","passed","Thu Nov 20 23:32:27 UTC 2025","","test_settings","",""
"","7323","test_location","sample.zephyr.native_sim_64","Thu Nov 20 22:56:00 UTC 2025","passed","Thu Nov 20 22:56:07 UTC 2025","","location.playback.wifi","",""
"","11434","test_int_too_large","hil.linux.linux","Thu Nov 20 22:49:45 UTC 2025","passed","Thu Nov 20 22:49:56 UTC 2025","","test_settings","",""
"","2711","test_lightdb_reported","hil.zephyr.nrf52840dk","Thu Nov 20 23:05:34 UTC 2025","passed","Thu Nov 20 23:05:37 UTC 2025","","test_lightdb","",""
"","21268","test_lightdb_set","sample.zephyr.frdm_rw612","Thu Nov 20 23:28:17 UTC 2025","passed","Thu Nov 20 23:28:39 UTC 2025","","lightdb_set","",""
"","1367","test_block_operations","hil.zephyr.native_sim_64","Thu Nov 20 22:51:22 UTC 2025","passed","Thu Nov 20 22:51:23 UTC 2025","","test_ota","",""
"","29867","test_cancel_all","hil.zephyr.nrf9160dk","Thu Nov 20 23:04:48 UTC 2025","passed","Thu Nov 20 23:05:18 UTC 2025","","test_settings","",""
"","2630","test_set_int_range_min","hil.esp-idf.esp32s3_devkitc_espidf","Thu Nov 20 23:01:33 UTC 2025","passed","Thu Nov 20 23:01:36 UTC 2025","","test_settings","",""
"","30067","test_hello","sample.zephyr.esp32s3_devkitc","Thu Nov 20 23:16:43 UTC 2025","passed","Thu Nov 20 23:17:13 UTC 2025","","hello.psa_crypto","",""
"","49829","test_reason_and_state","hil.zephyr.esp32s3_devkitc","Thu Nov 20 23:00:30 UTC 2025","passed","Thu Nov 20 23:01:20 UTC 2025","","test_ota","",""
"","457","test_int_return","hil.zephyr.frdm_rw612","Thu Nov 20 23:30:11 UTC 2025","passed","Thu Nov 20 23:30:11 UTC 2025","","test_rpc","",""
"","1188","test_many_args","hil.zephyr.native_sim_64","Thu Nov 20 22:51:19 UTC 2025","passed","Thu Nov 20 22:51:20 UTC 2025","","test_rpc","",""
"","207","test_wrong_type","hil.esp-idf.esp32s3_devkitc_espidf","Thu Nov 20 23:02:13 UTC 2025","passed","Thu Nov 20 23:02:13 UTC 2025","","test_settings","",""
"","22360","test_stream","sample.zephyr.native_sim_64","Thu Nov 20 22:55:14 UTC 2025","passed","Thu Nov 20 22:55:37 UTC 2025","","stream","",""
"","11456","test_set_int_range_out_max","hil.linux.linux","Thu Nov 20 22:50:24 UTC 2025","passed","Thu Nov 20 22:50:36 UTC 2025","","test_settings","",""
"","249","test_object_return","hil.zephyr.native_sim_64","Thu Nov 20 22:51:21 UTC 2025","passed","Thu Nov 20 22:51:22 UTC 2025","","test_rpc","",""
"","21020","test_stream","sample.zephyr.esp32s3_devkitc","Thu Nov 20 23:14:33 UTC 2025","passed","Thu Nov 20 23:14:54 UTC 2025","","stream","",""
"","1048","test_invalid_arg","hil.zephyr.nrf9160dk","Thu Nov 20 23:06:28 UTC 2025","passed","Thu Nov 20 23:06:29 UTC 2025","","test_rpc","",""
"","255","test_multi_block_upload","hil.zephyr.esp32s3_devkitc","Thu Nov 20 22:55:34 UTC 2025","passed","Thu Nov 20 22:55:34 UTC 2025","","test_stream","",""
"","23850","test_rpc","sample.zephyr.nrf9160dk","Thu Nov 20 23:30:51 UTC 2025","passed","Thu Nov 20 23:31:15 UTC 2025","","rpc","",""
"","184","test_multi_block_upload","hil.zephyr.native_sim_64","Thu Nov 20 22:51:22 UTC 2025","passed","Thu Nov 20 22:51:22 UTC 2025","","test_stream","",""
"","2541","test_set_bool","hil.zephyr.native_sim_32","Thu Nov 20 22:52:10 UTC 2025","passed","Thu Nov 20 22:52:13 UTC 2025","","test_settings","",""
"","16926","test_observation_cancel_all","hil.linux.linux","Thu Nov 20 22:49:54 UTC 2025","passed","Thu Nov 20 22:50:11 UTC 2025","","test_rpc","",""
"","40095","test_hello","sample.zephyr.nrf9160dk","Thu Nov 20 23:33:06 UTC 2025","passed","Thu Nov 20 23:33:46 UTC 2025","","hello.psa_crypto","",""
"","26908","test_restart","hil.zephyr.native_sim_64","Thu Nov 20 22:52:48 UTC 2025","broken","Thu Nov 20 22:53:15 UTC 2025","","test_settings","",""
"","1000","test_bool_return","hil.zephyr.rak5010","Thu Nov 20 22:57:42 UTC 2025","passed","Thu Nov 20 22:57:43 UTC 2025","","test_rpc","",""
"","24282","test_observation_repeat_restart","hil.zephyr.nrf52840dk","Thu Nov 20 22:58:06 UTC 2025","passed","Thu Nov 20 22:58:30 UTC 2025","","test_rpc","",""
"","1834","test_set_string","hil.linux.linux","Thu Nov 20 22:50:41 UTC 2025","passed","Thu Nov 20 22:50:42 UTC 2025","","test_settings","",""
"","11714","test_int_too_small","hil.zephyr.nrf9160dk","Thu Nov 20 23:03:48 UTC 2025","passed","Thu Nov 20 23:03:59 UTC 2025","","test_settings","",""
"","2162","test_lightdb_reported","hil.linux.linux","Thu Nov 20 22:49:27 UTC 2025","passed","Thu Nov 20 22:49:29 UTC 2025","","test_lightdb","",""
"","11681","test_set_int_range_out_min","hil.zephyr.frdm_rw612","Thu Nov 20 23:32:33 UTC 2025","passed","Thu Nov 20 23:32:45 UTC 2025","","test_settings","",""
"","1640","test_multiple_artifacts","hil.zephyr.esp32s3_devkitc","Thu Nov 20 23:00:17 UTC 2025","passed","Thu Nov 20 23:00:19 UTC 2025","","test_ota","",""
"","10110","test_lightdb_observe","sample.zephyr.nrf52840dk","Thu Nov 20 23:11:48 UTC 2025","passed","Thu Nov 20 23:11:58 UTC 2025","","lightdb_observe","",""
"","1484","test_multiple_artifacts","hil.zephyr.frdm_rw612","Thu Nov 20 23:26:57 UTC 2025","passed","Thu Nov 20 23:26:58 UTC 2025","","test_ota","",""
"","1330","test_invalid_arg","hil.esp-idf.esp32s3_devkitc_espidf","Thu Nov 20 22:59:34 UTC 2025","passed","Thu Nov 20 22:59:35 UTC 2025","","test_rpc","",""
"","33107","test_restart","hil.linux.linux","Thu Nov 20 22:51:10 UTC 2025","passed","Thu Nov 20 22:51:43 UTC 2025","","test_settings","",""
"","26901","test_lightdb_get","sample.zephyr.frdm_rw612","Thu Nov 20 23:27:31 UTC 2025","passed","Thu Nov 20 23:27:58 UTC 2025","","lightdb_get","",""
"","494","test_object_return","hil.linux.linux","Thu Nov 20 22:49:29 UTC 2025","passed","Thu Nov 20 22:49:29 UTC 2025","","test_rpc","",""
"","31360","test_hello","sample.zephyr.frdm_rw612","Thu Nov 20 23:25:57 UTC 2025","passed","Thu Nov 20 23:26:28 UTC 2025","","hello.psa_crypto","",""
"","5052","test_resume","hil.zephyr.native_sim_32","Thu Nov 20 22:51:21 UTC 2025","passed","Thu Nov 20 22:51:26 UTC 2025","","test_ota","",""
"","5738","test_lightdb_observed","hil.zephyr.native_sim_32","Thu Nov 20 22:51:18 UTC 2025","passed","Thu Nov 20 22:51:24 UTC 2025","","test_lightdb","",""
"","892","test_not_registered","hil.zephyr.nrf9160dk","Thu Nov 20 23:06:12 UTC 2025","passed","Thu Nov 20 23:06:13 UTC 2025","","test_rpc","",""
"","0","test_set_int_range_min","hil.zephyr.esp32s3_devkitc","Thu Nov 20 23:10:48 UTC 2025","broken","Thu Nov 20 23:10:48 UTC 2025","","test_settings","",""
"","55849","test_stream","sample.zephyr.rak5010","Thu Nov 20 23:13:08 UTC 2025","passed","Thu Nov 20 23:14:04 UTC 2025","","stream","",""
"","729","test_int_return","hil.zephyr.nrf52840dk","Thu Nov 20 22:57:56 UTC 2025","passed","Thu Nov 20 22:57:57 UTC 2025","","test_rpc","",""
"","21646","test_observation_cancel_all","hil.zephyr.nrf9160dk","Thu Nov 20 23:06:59 UTC 2025","passed","Thu Nov 20 23:07:20 UTC 2025","","test_rpc","",""
"","19040","test_observation_cancel_all","hil.zephyr.nrf52840dk","Thu Nov 20 22:58:30 UTC 2025","passed","Thu Nov 20 22:58:49 UTC 2025","","test_rpc","",""
