"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 22 19:50:50 GMT 2024","Fri Nov 22 19:51:01 GMT 2024","11433","hil.esp-idf.esp32c3_devkitm_espidf","test_lightdb","","","","test_lightdb_observed",""
"broken","Fri Nov 22 19:49:14 GMT 2024","Fri Nov 22 19:49:14 GMT 2024","0","hil.zephyr.nrf52840dk","test_settings","","","","test_cancel_all",""
"passed","Fri Nov 22 19:33:38 GMT 2024","Fri Nov 22 19:33:38 GMT 2024","384","hil.zephyr.native_sim_64","test_rpc","","","","test_invalid_arg",""
"passed","Fri Nov 22 19:49:15 GMT 2024","Fri Nov 22 19:49:43 GMT 2024","27432","hil.esp-idf.esp32_devkitc_wrover_espidf","test_connection","","","","test_connect",""
"passed","Fri Nov 22 19:33:45 GMT 2024","Fri Nov 22 19:33:47 GMT 2024","1239","hil.linux.linux","test_ota","","","","test_block_operations",""
"broken","Fri Nov 22 20:10:50 GMT 2024","Fri Nov 22 20:10:50 GMT 2024","0","hil.zephyr.rak5010","test_rpc","","","","test_object_return",""
"passed","Fri Nov 22 19:54:01 GMT 2024","Fri Nov 22 19:54:02 GMT 2024","534","hil.zephyr.mimxrt1024_evk","test_rpc","","","","test_not_registered",""
"passed","Fri Nov 22 19:33:19 GMT 2024","Fri Nov 22 19:33:21 GMT 2024","1512","hil.linux.linux","test_settings","","","","test_set_int_range_max",""
"passed","Fri Nov 22 19:56:51 GMT 2024","Fri Nov 22 19:56:55 GMT 2024","3386","hil.esp-idf.esp32_devkitc_wrover_espidf","test_settings","","","","test_set_int_range_max",""
"passed","Fri Nov 22 20:09:27 GMT 2024","Fri Nov 22 20:10:00 GMT 2024","33430","hil.zephyr.nrf9160dk","test_settings","","","","test_cancel_all",""
"passed","Fri Nov 22 20:07:48 GMT 2024","Fri Nov 22 20:07:52 GMT 2024","4076","hil.zephyr.nrf9160dk","test_settings","","","","test_set_int",""
"passed","Fri Nov 22 20:06:16 GMT 2024","Fri Nov 22 20:06:17 GMT 2024","961","hil.zephyr.nrf9160dk","test_rpc","","","","test_bool_return",""
"passed","Fri Nov 22 19:33:48 GMT 2024","Fri Nov 22 19:34:13 GMT 2024","24911","hil.linux.linux","test_connection","","","","test_connect",""
