"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 04 04:08:23 GMT 2025","Sat Jan 04 04:08:26 GMT 2025","3169","hil.zephyr.native_sim_32","test_lightdb","","","","test_lightdb_reported",""
"passed","Sat Jan 04 04:06:21 GMT 2025","Sat Jan 04 04:06:26 GMT 2025","5090","hil.linux.linux","test_rpc","","","","test_malformed_response",""
"passed","Sat Jan 04 04:11:50 GMT 2025","Sat Jan 04 04:12:11 GMT 2025","20470","sample.zephyr.native_sim_64","test_sample","","","","test_lightdb_set",""
"passed","Sat Jan 04 04:07:19 GMT 2025","Sat Jan 04 04:07:20 GMT 2025","1492","hil.linux.linux","test_settings","","","","test_set_float_whole",""
"passed","Sat Jan 04 04:08:45 GMT 2025","Sat Jan 04 04:09:03 GMT 2025","18325","hil.zephyr.native_sim_64","test_rpc","","","","test_observation_cancel_all",""
"passed","Sat Jan 04 04:06:47 GMT 2025","Sat Jan 04 04:06:49 GMT 2025","1907","hil.linux.linux","test_settings","","","","test_set_int_range",""
"passed","Sat Jan 04 04:08:14 GMT 2025","Sat Jan 04 04:08:15 GMT 2025","1078","hil.zephyr.native_sim_64","test_rpc","","","","test_one_arg",""
"passed","Sat Jan 04 04:08:14 GMT 2025","Sat Jan 04 04:08:16 GMT 2025","1288","hil.zephyr.native_sim_32","test_rpc","","","","test_one_arg",""
"passed","Sat Jan 04 04:08:25 GMT 2025","Sat Jan 04 04:08:31 GMT 2025","6431","hil.zephyr.native_sim_64","test_lightdb","","","","test_lightdb_observed",""
"passed","Sat Jan 04 04:08:57 GMT 2025","Sat Jan 04 04:09:08 GMT 2025","11447","hil.zephyr.native_sim_64","test_settings","","","","test_set_int_range_out_max",""
"passed","Sat Jan 04 04:09:24 GMT 2025","Sat Jan 04 04:09:27 GMT 2025","2988","hil.zephyr.native_sim_32","test_settings","","","","test_set_string",""
"passed","Sat Jan 04 04:08:31 GMT 2025","Sat Jan 04 04:08:43 GMT 2025","11663","hil.zephyr.native_sim_32","test_settings","","","","test_int_too_small",""
"passed","Sat Jan 04 04:08:16 GMT 2025","Sat Jan 04 04:08:16 GMT 2025","285","hil.zephyr.native_sim_64","test_rpc","","","","test_int_return",""
"passed","Sat Jan 04 04:08:19 GMT 2025","Sat Jan 04 04:08:24 GMT 2025","5107","hil.zephyr.native_sim_32","test_rpc","","","","test_malformed_response",""
