"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Dec 10 23:51:59 GMT 2024","Tue Dec 10 23:51:59 GMT 2024","0","hil.zephyr.esp32_devkitc_wrover","test_settings","","","","test_int_too_large",""
"passed","Tue Dec 10 23:54:16 GMT 2024","Tue Dec 10 23:54:23 GMT 2024","7297","sample.esp-idf.esp32c3_devkitm_espidf","test_sample","","","","test_rpc",""
"passed","Tue Dec 10 23:02:01 GMT 2024","Tue Dec 10 23:02:02 GMT 2024","570","hil.linux.linux","test_rpc","","","","test_many_args",""
"passed","Tue Dec 10 23:04:30 GMT 2024","Tue Dec 10 23:04:42 GMT 2024","12315","sample.zephyr.native_sim_64","test_sample","","","","test_lightdb_delete",""
"passed","Wed Dec 11 00:53:09 GMT 2024","Wed Dec 11 00:53:40 GMT 2024","31288","sample.zephyr.nrf9160dk","test_sample","","","","test_hello",""
"passed","Tue Dec 10 23:08:01 GMT 2024","Tue Dec 10 23:08:02 GMT 2024","981","hil.esp-idf.esp32c3_devkitm_espidf","test_rpc","","","","test_invalid_arg",""
"passed","Tue Dec 10 23:48:49 GMT 2024","Tue Dec 10 23:50:56 GMT 2024","127027","sample.zephyr.nrf52840dk","test_sample","","","","test_fw_update",""
"passed","Tue Dec 10 23:09:09 GMT 2024","Tue Dec 10 23:09:13 GMT 2024","4019","hil.esp-idf.esp32s3_devkitc_espidf","test_settings","","","","test_set_int_range_min",""
"passed","Tue Dec 10 23:02:27 GMT 2024","Tue Dec 10 23:02:44 GMT 2024","16629","hil.linux.linux","test_rpc","","","","test_observation_cancel_all",""
"passed","Wed Dec 11 00:07:37 GMT 2024","Wed Dec 11 00:08:13 GMT 2024","35821","hil.zephyr.nrf9160dk","test_settings","","","","test_restart",""
"passed","Wed Dec 11 01:01:57 GMT 2024","Wed Dec 11 01:02:27 GMT 2024","30283","sample.zephyr.nrf9160dk","test_sample","","","","test_lightdb_get",""
"passed","Tue Dec 10 23:07:54 GMT 2024","Tue Dec 10 23:07:55 GMT 2024","1244","hil.esp-idf.esp32c3_devkitm_espidf","test_rpc","","","","test_bool_return",""
"passed","Tue Dec 10 23:04:50 GMT 2024","Tue Dec 10 23:05:03 GMT 2024","12672","hil.esp-idf.esp32c3_devkitm_espidf","test_lightdb","","","","test_lightdb_observed",""
"passed","Tue Dec 10 23:03:15 GMT 2024","Tue Dec 10 23:03:21 GMT 2024","6031","hil.zephyr.native_sim_32","test_lightdb","","","","test_lightdb_observed",""
"passed","Tue Dec 10 23:04:50 GMT 2024","Tue Dec 10 23:04:56 GMT 2024","5825","sample.zephyr.native_sim_64","test_sample","","","","test_lightdb_observe",""
"passed","Wed Dec 11 00:06:36 GMT 2024","Wed Dec 11 00:06:46 GMT 2024","10088","hil.zephyr.nrf9160dk","test_settings","","","","test_set_bool",""
"passed","Wed Dec 11 00:39:22 GMT 2024","Wed Dec 11 00:39:31 GMT 2024","9689","sample.zephyr.mimxrt1024_evk","test_sample","","","","test_lightdb_observe",""
"broken","Tue Dec 10 23:52:02 GMT 2024","Tue Dec 10 23:52:02 GMT 2024","0","hil.zephyr.esp32_devkitc_wrover","test_settings","","","","test_set_float",""
"passed","Tue Dec 10 23:18:51 GMT 2024","Tue Dec 10 23:18:52 GMT 2024","796","hil.zephyr.nrf52840dk","test_rpc","","","","test_no_args",""
"passed","Wed Dec 11 00:03:58 GMT 2024","Wed Dec 11 00:03:59 GMT 2024","740","hil.zephyr.nrf9160dk","test_rpc","","","","test_float_return",""
"passed","Tue Dec 10 23:19:29 GMT 2024","Tue Dec 10 23:19:34 GMT 2024","5350","hil.esp-idf.esp32_devkitc_wrover_espidf","test_rpc","","","","test_malformed_response",""
"passed","Tue Dec 10 23:46:23 GMT 2024","Tue Dec 10 23:47:10 GMT 2024","47378","hil.zephyr.esp32_devkitc_wrover","test_ota","","","","test_reason_and_state",""
"passed","Tue Dec 10 23:23:06 GMT 2024","Tue Dec 10 23:23:34 GMT 2024","27789","hil.esp-idf.esp32_devkitc_wrover_espidf","test_settings","","","","test_restart",""
"passed","Wed Dec 11 00:15:14 GMT 2024","Wed Dec 11 00:15:33 GMT 2024","18645","sample.zephyr.rak5010","test_sample","","","","test_rpc",""
"passed","Wed Dec 11 00:25:08 GMT 2024","Wed Dec 11 00:26:04 GMT 2024","55389","sample.zephyr.rak5010","test_sample","","","","test_stream",""
"passed","Tue Dec 10 23:41:33 GMT 2024","Tue Dec 10 23:41:37 GMT 2024","3303","hil.zephyr.mimxrt1024_evk","test_settings","","","","test_set_int_range_max",""
"passed","Wed Dec 11 01:07:11 GMT 2024","Wed Dec 11 01:08:36 GMT 2024","84370","sample.zephyr.nrf9160dk","test_sample","","","","test_settings",""
"broken","Tue Dec 10 23:37:25 GMT 2024","Tue Dec 10 23:37:25 GMT 2024","0","hil.zephyr.rak5010","test_settings","","","","test_set_int_range_out_min",""
"passed","Wed Dec 11 00:07:03 GMT 2024","Wed Dec 11 00:07:04 GMT 2024","447","hil.zephyr.nrf9160dk","test_settings","","","","test_wrong_type",""
"broken","Tue Dec 10 23:32:21 GMT 2024","Tue Dec 10 23:32:21 GMT 2024","0","hil.zephyr.rak5010","test_ota","","","","test_reason_and_state",""
"broken","Tue Dec 10 23:34:48 GMT 2024","Tue Dec 10 23:34:48 GMT 2024","0","hil.zephyr.rak5010","test_rpc","","","","test_string_return",""
"passed","Wed Dec 11 00:04:15 GMT 2024","Wed Dec 11 00:04:34 GMT 2024","19600","sample.esp-idf.esp32s3_devkitc_espidf","test_sample","","","","test_hello",""
"passed","Wed Dec 11 00:06:12 GMT 2024","Wed Dec 11 00:06:24 GMT 2024","12312","hil.zephyr.nrf9160dk","test_settings","","","","test_set_int_range_out_min",""
"passed","Wed Dec 11 00:05:28 GMT 2024","Wed Dec 11 00:05:32 GMT 2024","4091","hil.zephyr.nrf9160dk","test_settings","","","","test_set_int",""
