"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 30 00:34:36 GMT 2024","Mon Sep 30 00:34:37 GMT 2024","993","hil.esp-idf.esp32c3_devkitm_espidf","test_rpc","","","","test_object_return",""
"passed","Mon Sep 30 00:27:51 GMT 2024","Mon Sep 30 00:27:57 GMT 2024","5164","hil.linux.linux","test_rpc","","","","test_malformed_response",""
"passed","Mon Sep 30 00:31:41 GMT 2024","Mon Sep 30 00:31:52 GMT 2024","11355","hil.esp-idf.esp32_devkitc_wrover_espidf","test_lightdb","","","","test_lightdb_observed",""
"passed","Mon Sep 30 01:04:38 GMT 2024","Mon Sep 30 01:04:51 GMT 2024","12776","hil.zephyr.nrf9160dk","test_settings","","","","test_int_too_small",""
"passed","Mon Sep 30 00:35:42 GMT 2024","Mon Sep 30 00:35:44 GMT 2024","2048","hil.zephyr.nrf52840dk","test_rpc","","","","test_many_args",""
"passed","Mon Sep 30 00:36:53 GMT 2024","Mon Sep 30 00:36:58 GMT 2024","4978","hil.esp-idf.esp32c3_devkitm_espidf","test_settings","","","","test_set_int_range",""
"passed","Mon Sep 30 01:02:31 GMT 2024","Mon Sep 30 01:02:33 GMT 2024","1692","hil.zephyr.nrf9160dk","test_rpc","","","","test_many_args",""
"passed","Mon Sep 30 01:33:56 GMT 2024","Mon Sep 30 01:34:25 GMT 2024","28160","sample.zephyr.nrf9160dk","test_sample","","","","test_lightdb_get",""
"passed","Mon Sep 30 00:27:48 GMT 2024","Mon Sep 30 00:27:48 GMT 2024","495","hil.linux.linux","test_rpc","","","","test_one_arg",""
"passed","Mon Sep 30 00:31:11 GMT 2024","Mon Sep 30 00:31:27 GMT 2024","16364","sample.zephyr.native_sim_64","test_sample","","","","test_credentials",""
"passed","Mon Sep 30 00:29:02 GMT 2024","Mon Sep 30 00:29:14 GMT 2024","12235","hil.linux.linux","test_settings","","","","test_int_too_small",""
"passed","Mon Sep 30 01:16:59 GMT 2024","Mon Sep 30 01:17:05 GMT 2024","6282","hil.esp-idf.esp32_devkitc_wrover_espidf","test_sample","","","","test_rpc",""
"passed","Mon Sep 30 01:02:36 GMT 2024","Mon Sep 30 01:02:37 GMT 2024","1248","hil.zephyr.nrf9160dk","test_rpc","","","","test_bool_return",""
"passed","Mon Sep 30 00:31:41 GMT 2024","Mon Sep 30 00:31:41 GMT 2024","379","hil.esp-idf.esp32_devkitc_wrover_espidf","test_lightdb","","","","test_lightdb_invalid",""
"broken","Mon Sep 30 01:00:20 GMT 2024","Mon Sep 30 01:01:46 GMT 2024","85949","hil.zephyr.nrf9160dk","test_ota","","","","test_reason_and_state",""
"passed","Mon Sep 30 01:06:10 GMT 2024","Mon Sep 30 01:06:30 GMT 2024","19889","sample.zephyr.mimxrt1024_evk","test_sample","","","","test_hello",""
"passed","Mon Sep 30 01:07:32 GMT 2024","Mon Sep 30 01:08:13 GMT 2024","41282","sample.zephyr.rak5010","test_sample","","","","test_rpc",""
"broken","Mon Sep 30 00:53:29 GMT 2024","Mon Sep 30 00:53:29 GMT 2024","0","hil.zephyr.mimxrt1024_evk","test_settings","","","","test_set_int_range_max",""
"passed","Mon Sep 30 00:32:57 GMT 2024","Mon Sep 30 00:34:14 GMT 2024","77865","hil.esp-idf.esp32_devkitc_wrover_espidf","test_ota","","","","test_reason_and_state",""
"passed","Mon Sep 30 00:36:58 GMT 2024","Mon Sep 30 00:37:03 GMT 2024","4421","hil.esp-idf.esp32c3_devkitm_espidf","test_settings","","","","test_set_int_range_min",""
"passed","Mon Sep 30 00:28:12 GMT 2024","Mon Sep 30 00:28:33 GMT 2024","21346","sample.zephyr.native_sim_64","test_sample","","","","test_hello",""
"passed","Mon Sep 30 00:32:20 GMT 2024","Mon Sep 30 00:33:38 GMT 2024","77337","hil.esp-idf.esp32c3_devkitm_espidf","test_ota","","","","test_reason_and_state",""
"passed","Mon Sep 30 00:58:10 GMT 2024","Mon Sep 30 00:58:34 GMT 2024","23785","sample.zephyr.nrf52840dk","test_sample","","","","test_hello",""
"broken","Mon Sep 30 00:53:29 GMT 2024","Mon Sep 30 00:53:29 GMT 2024","0","hil.zephyr.mimxrt1024_evk","test_settings","","","","test_set_int_range_min",""
"passed","Mon Sep 30 00:52:06 GMT 2024","Mon Sep 30 00:52:40 GMT 2024","34189","hil.zephyr.rak5010","test_settings","","","","test_cancel_all",""
"passed","Mon Sep 30 00:39:23 GMT 2024","Mon Sep 30 00:39:28 GMT 2024","5546","hil.esp-idf.esp32s3_devkitc_espidf","test_settings","","","","test_set_float",""
"passed","Mon Sep 30 00:36:40 GMT 2024","Mon Sep 30 00:36:53 GMT 2024","12910","hil.esp-idf.esp32c3_devkitm_espidf","test_settings","","","","test_int_too_small",""
"passed","Mon Sep 30 01:20:21 GMT 2024","Mon Sep 30 01:20:42 GMT 2024","20956","hil.esp-idf.esp32_devkitc_wrover_espidf","test_sample","","","","test_stream",""
