"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7550","test_lightdb_observed","hil.zephyr.esp32s3_devkitc","Tue Dec 23 15:54:59 UTC 2025","passed","Tue Dec 23 15:55:07 UTC 2025","","test_lightdb","",""
"","8952","test_set_float_whole","hil.zephyr.nrf9160dk","Tue Dec 23 15:39:52 UTC 2025","passed","Tue Dec 23 15:40:01 UTC 2025","","test_settings","",""
"","5767","test_rpc","sample.zephyr.native_sim_64","Tue Dec 23 15:36:39 UTC 2025","passed","Tue Dec 23 15:36:45 UTC 2025","","rpc","",""
"","6167","test_block_upload","hil.zephyr.native_sim_64","Tue Dec 23 15:32:34 UTC 2025","passed","Tue Dec 23 15:32:41 UTC 2025","","test_stream","",""
"","531","test_invalid_arg","hil.zephyr.nrf52840dk","Tue Dec 23 16:09:35 UTC 2025","passed","Tue Dec 23 16:09:35 UTC 2025","","test_rpc","",""
"","61430","test_hello","sample.zephyr.frdm_rw612","Tue Dec 23 16:21:59 UTC 2025","passed","Tue Dec 23 16:23:01 UTC 2025","","hello.cid","",""
"","47456","test_reason_and_state","hil.zephyr.native_sim_64","Tue Dec 23 15:34:08 UTC 2025","passed","Tue Dec 23 15:34:56 UTC 2025","","test_ota","",""
"","63477","test_hello","sample.zephyr.native_sim_64","Tue Dec 23 15:39:19 UTC 2025","passed","Tue Dec 23 15:40:22 UTC 2025","","hello.cid","",""
"","127","test_unrecognized_key","hil.linux.linux","Tue Dec 23 15:31:32 UTC 2025","passed","Tue Dec 23 15:31:33 UTC 2025","","test_settings","",""
"","95006","test_connect","hil.zephyr.nrf9160dk","Tue Dec 23 15:35:50 UTC 2025","passed","Tue Dec 23 15:37:25 UTC 2025","","test_connection","",""
"","10848","test_lightdb_observe","sample.zephyr.esp32s3_devkitc","Tue Dec 23 16:00:43 UTC 2025","passed","Tue Dec 23 16:00:54 UTC 2025","","lightdb_observe","",""
"","307","test_invalid_arg","hil.zephyr.native_sim_32","Tue Dec 23 15:32:37 UTC 2025","passed","Tue Dec 23 15:32:37 UTC 2025","","test_rpc","",""
"","1118","test_one_arg","hil.zephyr.native_sim_32","Tue Dec 23 15:32:28 UTC 2025","passed","Tue Dec 23 15:32:29 UTC 2025","","test_rpc","",""
"","11293","test_set_int_range_out_min","hil.zephyr.native_sim_64","Tue Dec 23 15:35:12 UTC 2025","passed","Tue Dec 23 15:35:23 UTC 2025","","test_settings","",""
"","3191","test_set_int","hil.zephyr.frdm_rw612","Tue Dec 23 15:39:31 UTC 2025","passed","Tue Dec 23 15:39:34 UTC 2025","","test_settings","",""
"","206","test_lightdb_invalid","hil.zephyr.esp32s3_devkitc","Tue Dec 23 15:54:59 UTC 2025","passed","Tue Dec 23 15:54:59 UTC 2025","","test_lightdb","",""
"","4384","test_resume","hil.linux.linux","Tue Dec 23 15:30:37 UTC 2025","passed","Tue Dec 23 15:30:41 UTC 2025","","test_ota","",""
"","11730","test_set_int_range_out_max","hil.zephyr.frdm_rw612","Tue Dec 23 15:40:18 UTC 2025","passed","Tue Dec 23 15:40:30 UTC 2025","","test_settings","",""
"","1315","test_lightdb_deleted","hil.linux.linux","Tue Dec 23 15:30:42 UTC 2025","passed","Tue Dec 23 15:30:44 UTC 2025","","test_lightdb","",""
"","11786","test_int_too_small","hil.esp-idf.esp32s3_devkitc_espidf","Tue Dec 23 15:44:18 UTC 2025","passed","Tue Dec 23 15:44:30 UTC 2025","","test_settings","",""
"","1116","test_no_args","hil.zephyr.rak5010","Tue Dec 23 16:00:55 UTC 2025","passed","Tue Dec 23 16:00:56 UTC 2025","","test_rpc","",""
"","3231","test_set_int_range_min","hil.zephyr.nrf52840dk","Tue Dec 23 16:19:31 UTC 2025","passed","Tue Dec 23 16:19:34 UTC 2025","","test_settings","",""
"","6376","test_block_upload","hil.zephyr.frdm_rw612","Tue Dec 23 15:44:01 UTC 2025","passed","Tue Dec 23 15:44:07 UTC 2025","","test_stream","",""
"","2141","test_lightdb_reported","hil.linux.linux","Tue Dec 23 15:30:40 UTC 2025","passed","Tue Dec 23 15:30:42 UTC 2025","","test_lightdb","",""
"","198","test_lightdb_invalid","hil.zephyr.nrf9160dk","Tue Dec 23 15:34:04 UTC 2025","passed","Tue Dec 23 15:34:04 UTC 2025","","test_lightdb","",""
"","344","test_multi_block_upload","hil.esp-idf.esp32s3_devkitc_espidf","Tue Dec 23 15:47:04 UTC 2025","passed","Tue Dec 23 15:47:04 UTC 2025","","test_stream","",""
"","3150","test_set_bool","hil.zephyr.frdm_rw612","Tue Dec 23 15:40:30 UTC 2025","passed","Tue Dec 23 15:40:33 UTC 2025","","test_settings","",""
"","236","test_manifest","hil.linux.linux","Tue Dec 23 15:30:35 UTC 2025","passed","Tue Dec 23 15:30:35 UTC 2025","","test_ota","",""
"","33543","test_rpc","sample.zephyr.rak5010","Tue Dec 23 16:15:01 UTC 2025","passed","Tue Dec 23 16:15:35 UTC 2025","","rpc","",""
"","5129","test_set_float","hil.zephyr.nrf9160dk","Tue Dec 23 15:39:47 UTC 2025","passed","Tue Dec 23 15:39:52 UTC 2025","","test_settings","",""
"","806","test_no_args","hil.zephyr.esp32s3_devkitc","Tue Dec 23 15:51:52 UTC 2025","passed","Tue Dec 23 15:51:53 UTC 2025","","test_rpc","",""
"","402","test_object_return","hil.zephyr.native_sim_64","Tue Dec 23 15:34:34 UTC 2025","passed","Tue Dec 23 15:34:35 UTC 2025","","test_rpc","",""
"","3377","test_set_string","hil.zephyr.nrf52840dk","Tue Dec 23 16:20:11 UTC 2025","passed","Tue Dec 23 16:20:14 UTC 2025","","test_settings","",""
"","3524","test_set_int","hil.zephyr.nrf52840dk","Tue Dec 23 16:19:00 UTC 2025","passed","Tue Dec 23 16:19:04 UTC 2025","","test_settings","",""
"","10735","test_block_operations","hil.zephyr.nrf9160dk","Tue Dec 23 15:33:38 UTC 2025","passed","Tue Dec 23 15:33:49 UTC 2025","","test_ota","",""
"","1748","test_set_float","hil.linux.linux","Tue Dec 23 15:31:27 UTC 2025","passed","Tue Dec 23 15:31:29 UTC 2025","","test_settings","",""
"","500","test_int_return","hil.linux.linux","Tue Dec 23 15:30:28 UTC 2025","passed","Tue Dec 23 15:30:29 UTC 2025","","test_rpc","",""
"","25276","test_lightdb_get","sample.zephyr.native_sim_32","Tue Dec 23 15:37:56 UTC 2025","passed","Tue Dec 23 15:38:22 UTC 2025","","lightdb_get","",""
"","1905","test_manifest","hil.esp-idf.esp32s3_devkitc_espidf","Tue Dec 23 15:40:07 UTC 2025","passed","Tue Dec 23 15:40:09 UTC 2025","","test_ota","",""
"","26728","test_restart","hil.esp-idf.esp32s3_devkitc_espidf","Tue Dec 23 15:45:42 UTC 2025","passed","Tue Dec 23 15:46:08 UTC 2025","","test_settings","",""
"","1778","test_one_arg","hil.zephyr.rak5010","Tue Dec 23 16:00:56 UTC 2025","passed","Tue Dec 23 16:00:58 UTC 2025","","test_rpc","",""
"","1417","test_one_arg","hil.zephyr.nrf52840dk","Tue Dec 23 16:09:23 UTC 2025","passed","Tue Dec 23 16:09:25 UTC 2025","","test_rpc","",""
"","294","test_int_return","hil.zephyr.native_sim_64","Tue Dec 23 15:34:33 UTC 2025","passed","Tue Dec 23 15:34:33 UTC 2025","","test_rpc","",""
"","286","test_multi_block_upload","hil.linux.linux","Tue Dec 23 15:30:48 UTC 2025","passed","Tue Dec 23 15:30:48 UTC 2025","","test_stream","",""
"","3452","test_set_int_range_max","hil.zephyr.rak5010","Tue Dec 23 16:04:59 UTC 2025","passed","Tue Dec 23 16:05:02 UTC 2025","","test_settings","",""
"","2445","test_set_string","hil.zephyr.native_sim_64","Tue Dec 23 15:35:42 UTC 2025","passed","Tue Dec 23 15:35:44 UTC 2025","","test_settings","",""
"","1822","test_invalid_arg","hil.zephyr.nrf9160dk","Tue Dec 23 15:33:46 UTC 2025","passed","Tue Dec 23 15:33:48 UTC 2025","","test_rpc","",""
"","7380","test_location","sample.zephyr.native_sim_32","Tue Dec 23 15:42:00 UTC 2025","passed","Tue Dec 23 15:42:07 UTC 2025","","location.playback.wifi","",""
"","854","test_not_registered","hil.zephyr.esp32s3_devkitc","Tue Dec 23 15:51:51 UTC 2025","passed","Tue Dec 23 15:51:52 UTC 2025","","test_rpc","",""
"","88","test_unrecognized_key","hil.zephyr.native_sim_64","Tue Dec 23 15:35:44 UTC 2025","passed","Tue Dec 23 15:35:44 UTC 2025","","test_settings","",""
"","10825","test_rpc","sample.zephyr.nrf52840dk","Tue Dec 23 15:58:32 UTC 2025","passed","Tue Dec 23 15:58:43 UTC 2025","","rpc","",""
"","1488","test_multiple_artifacts","hil.zephyr.frdm_rw612","Tue Dec 23 15:42:53 UTC 2025","passed","Tue Dec 23 15:42:55 UTC 2025","","test_ota","",""
"","743","test_float_return","hil.zephyr.esp32s3_devkitc","Tue Dec 23 15:51:57 UTC 2025","passed","Tue Dec 23 15:51:58 UTC 2025","","test_rpc","",""
"","27588","test_restart","hil.zephyr.frdm_rw612","Tue Dec 23 15:41:12 UTC 2025","passed","Tue Dec 23 15:41:39 UTC 2025","","test_settings","",""
"","11795","test_set_int_range_out_max","hil.zephyr.esp32s3_devkitc","Tue Dec 23 15:35:58 UTC 2025","passed","Tue Dec 23 15:36:10 UTC 2025","","test_settings","",""
"","13776","test_block_operations","hil.zephyr.rak5010","Tue Dec 23 15:57:18 UTC 2025","passed","Tue Dec 23 15:57:32 UTC 2025","","test_ota","",""
"","258","test_unrecognized_key","hil.esp-idf.esp32s3_devkitc_espidf","Tue Dec 23 15:45:13 UTC 2025","passed","Tue Dec 23 15:45:13 UTC 2025","","test_settings","",""
"","3360","test_set_int_range","hil.zephyr.nrf9160dk","Tue Dec 23 15:38:52 UTC 2025","passed","Tue Dec 23 15:38:56 UTC 2025","","test_settings","",""
"","11840","test_int_too_large","hil.zephyr.esp32s3_devkitc","Tue Dec 23 15:35:13 UTC 2025","passed","Tue Dec 23 15:35:24 UTC 2025","","test_settings","",""
"","2775","test_set_int_range_max","hil.zephyr.frdm_rw612","Tue Dec 23 15:40:04 UTC 2025","passed","Tue Dec 23 15:40:06 UTC 2025","","test_settings","",""
"","11216","test_settings","sample.zephyr.nrf52840dk","Tue Dec 23 15:54:00 UTC 2025","passed","Tue Dec 23 15:54:11 UTC 2025","","settings","",""
"","10397","test_settings","sample.zephyr.esp32s3_devkitc","Tue Dec 23 16:02:06 UTC 2025","passed","Tue Dec 23 16:02:16 UTC 2025","","settings","",""
"","11752","test_set_int_range_out_min","hil.zephyr.nrf9160dk","Tue Dec 23 15:39:13 UTC 2025","passed","Tue Dec 23 15:39:25 UTC 2025","","test_settings","",""
"","64628","test_hello","sample.zephyr.nrf9160dk","Tue Dec 23 16:26:02 UTC 2025","passed","Tue Dec 23 16:27:06 UTC 2025","","hello.cid","",""
"","1374","test_multiple_artifacts","hil.zephyr.native_sim_64","Tue Dec 23 15:34:00 UTC 2025","passed","Tue Dec 23 15:34:01 UTC 2025","","test_ota","",""
"","7311","test_location","sample.zephyr.native_sim_64","Tue Dec 23 15:37:38 UTC 2025","passed","Tue Dec 23 15:37:45 UTC 2025","","location.playback.wifi","",""
"","1118","test_no_args","hil.esp-idf.esp32s3_devkitc_espidf","Tue Dec 23 15:42:14 UTC 2025","passed","Tue Dec 23 15:42:15 UTC 2025","","test_rpc","",""
"","16552","test_cert_provisioning","sample.zephyr.native_sim_64","Tue Dec 23 15:35:47 UTC 2025","passed","Tue Dec 23 15:36:03 UTC 2025","","certificate_provisioning.psa_crypto","",""
"","2514","test_set_int","hil.zephyr.native_sim_32","Tue Dec 23 15:32:33 UTC 2025","passed","Tue Dec 23 15:32:36 UTC 2025","","test_settings","",""
"","48464","test_reason_and_state","hil.zephyr.esp32s3_devkitc","Tue Dec 23 15:46:35 UTC 2025","passed","Tue Dec 23 15:47:23 UTC 2025","","test_ota","",""
