"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92787","test_lightdb_get","sample.zephyr.nrf52840dk","Tue Apr 21 00:55:54 UTC 2026","broken","Tue Apr 21 00:57:27 UTC 2026","","lightdb_get","",""
"","645","test_float_return","hil.zephyr.esp32s3_devkitc","Tue Apr 21 02:38:05 UTC 2026","passed","Tue Apr 21 02:38:06 UTC 2026","","test_rpc","",""
"","293","test_not_registered","hil.zephyr.native_sim_64","Tue Apr 21 00:14:51 UTC 2026","passed","Tue Apr 21 00:14:51 UTC 2026","","test_rpc","",""
"","1760","test_set_int_range_min","hil.linux.linux","Tue Apr 21 00:13:43 UTC 2026","passed","Tue Apr 21 00:13:45 UTC 2026","","test_settings","",""
"","92536","test_stream","sample.zephyr.nrf52840dk","Tue Apr 21 03:28:49 UTC 2026","broken","Tue Apr 21 03:30:22 UTC 2026","","stream","",""
"","3166","test_set_int_range_min","hil.zephyr.esp32s3_devkitc","Tue Apr 21 02:34:25 UTC 2026","passed","Tue Apr 21 02:34:28 UTC 2026","","test_settings","",""
"","1380","test_lightdb_reported","hil.zephyr.nrf9160dk","Tue Apr 21 01:32:45 UTC 2026","passed","Tue Apr 21 01:32:46 UTC 2026","","test_lightdb","",""
"","92732","test_lightdb_set","sample.zephyr.nrf52840dk","Tue Apr 21 03:22:59 UTC 2026","broken","Tue Apr 21 03:24:31 UTC 2026","","lightdb_set","",""
"","1474","test_one_arg","hil.zephyr.rak5010","Tue Apr 21 00:38:45 UTC 2026","passed","Tue Apr 21 00:38:46 UTC 2026","","test_rpc","",""
"","13048","test_rpc","sample.zephyr.rak5010","Tue Apr 21 00:28:20 UTC 2026","passed","Tue Apr 21 00:28:33 UTC 2026","","rpc","",""
"","277","test_string_return","hil.zephyr.native_sim_32","Tue Apr 21 00:14:52 UTC 2026","passed","Tue Apr 21 00:14:52 UTC 2026","","test_rpc","",""
"","2576","test_multiple_artifacts","hil.zephyr.nrf9160dk","Tue Apr 21 00:27:03 UTC 2026","passed","Tue Apr 21 00:27:06 UTC 2026","","test_ota","",""
"","9286","test_lightdb_observe","sample.esp-idf.esp32s3_devkitc_espidf","Tue Apr 21 02:19:26 UTC 2026","passed","Tue Apr 21 02:19:35 UTC 2026","","test_sample","",""
"","23675","test_cert_provisioning","sample.zephyr.nrf9160dk","Tue Apr 21 01:11:15 UTC 2026","passed","Tue Apr 21 01:11:39 UTC 2026","","certificate_provisioning.psa_crypto","",""
"","20197","test_lightdb_get","sample.zephyr.native_sim_64","Tue Apr 21 00:14:58 UTC 2026","passed","Tue Apr 21 00:15:18 UTC 2026","","lightdb_get","",""
"","92617","test_rpc","sample.zephyr.nrf52840dk","Tue Apr 21 03:11:48 UTC 2026","broken","Tue Apr 21 03:13:20 UTC 2026","","rpc","",""
"","19890","test_observation_cancel_all","hil.zephyr.nrf9160dk","Tue Apr 21 00:21:16 UTC 2026","passed","Tue Apr 21 00:21:36 UTC 2026","","test_rpc","",""
"","0","test_manifest","hil.zephyr.nrf52840dk","Tue Apr 21 00:16:27 UTC 2026","broken","Tue Apr 21 00:16:27 UTC 2026","","test_ota","",""
"","3351","test_set_float","hil.zephyr.esp32s3_devkitc","Tue Apr 21 02:34:58 UTC 2026","passed","Tue Apr 21 02:35:01 UTC 2026","","test_settings","",""
"","107134","test_hello","sample.zephyr.rak5010","Tue Apr 21 01:57:23 UTC 2026","failed","Tue Apr 21 01:59:10 UTC 2026","","hello","",""
"","10527","test_rpc","sample.zephyr.nrf9160dk","Tue Apr 21 04:12:05 UTC 2026","passed","Tue Apr 21 04:12:16 UTC 2026","","rpc","",""
"","0","test_logging","sample.zephyr.rak5010","Tue Apr 21 01:40:34 UTC 2026","broken","Tue Apr 21 01:40:34 UTC 2026","","logging","",""
"","14217","test_resume","hil.zephyr.rak5010","Tue Apr 21 00:17:27 UTC 2026","passed","Tue Apr 21 00:17:41 UTC 2026","","test_ota","",""
"","10889","test_settings","sample.esp-idf.esp32s3_devkitc_espidf","Tue Apr 21 00:20:38 UTC 2026","passed","Tue Apr 21 00:20:48 UTC 2026","","test_sample","",""
"","72723","test_reason_and_state","hil.zephyr.native_sim_32","Tue Apr 21 00:14:58 UTC 2026","failed","Tue Apr 21 00:16:11 UTC 2026","","test_ota","",""
"","708","test_invalid_arg","hil.zephyr.esp32s3_devkitc","Tue Apr 21 02:38:13 UTC 2026","passed","Tue Apr 21 02:38:13 UTC 2026","","test_rpc","",""
