"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3195","test_set_bool","hil.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","test_settings","",""
"","0","test_int_too_small","hil.zephyr.nrf9160dk","2026-08-10","broken","2026-08-10","","test_settings","",""
"","1319","test_one_arg","hil.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","2701","test_set_int_range","hil.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","test_settings","",""
"","1227","test_lightdb_deleted","hil.zephyr.esp32s3_devkitc","2026-08-10","passed","2026-08-10","","test_lightdb","",""
"","402","test_object_return","hil.linux.linux","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","7601","test_resume","hil.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","test_ota","",""
"","3201","test_set_int_range_max","hil.zephyr.esp32s3_devkitc","2026-08-10","passed","2026-08-10","","test_settings","",""
"","1417","test_many_args","hil.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","24484","test_lightdb_get","sample.zephyr.nrf9160dk","2026-08-10","passed","2026-08-10","","lightdb_get","",""
"","2228","test_set_int_range_max","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-10","passed","2026-08-10","","test_settings","",""
"","11491","test_int_too_small","hil.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","test_settings","",""
"","12717","test_reason_and_state","hil.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","test_ota","",""
"","0","test_set_int_range","hil.zephyr.nrf9160dk","2026-08-10","broken","2026-08-10","","test_settings","",""
"","11777","test_int_too_large","hil.zephyr.native_sim_32","2026-08-10","passed","2026-08-10","","test_settings","",""
"","336","test_bool_return","hil.linux.linux","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","11782","test_set_int_range_out_max","hil.zephyr.frdm_rw612","2026-08-10","passed","2026-08-10","","test_settings","",""
"","17179","test_location","sample.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","location.playback.cellular","",""
"","1293","test_one_arg","hil.zephyr.frdm_rw612","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","93357","test_cert_provisioning","sample.zephyr.nrf52840dk","2026-08-10","broken","2026-08-10","","certificate_provisioning","",""
"","18857","test_observation_repeat_restart","hil.linux.linux","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","243","test_unrecognized_key","hil.zephyr.esp32s3_devkitc","2026-08-10","passed","2026-08-10","","test_settings","",""
"","11671","test_set_int_range_out_min","hil.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","test_settings","",""
"","18919","test_logging","sample.zephyr.frdm_rw612","2026-08-10","passed","2026-08-10","","logging","",""
"","265","test_wrong_type","hil.zephyr.esp32s3_devkitc","2026-08-10","passed","2026-08-10","","test_settings","",""
"","5135","test_malformed_response","hil.zephyr.native_sim_32","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","664","test_lightdb_reported","hil.zephyr.native_sim_32","2026-08-10","passed","2026-08-10","","test_lightdb","",""
"","2854","test_multiple_artifacts","hil.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","test_ota","",""
"","965","test_lightdb_deleted","hil.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","test_lightdb","",""
"","225","test_wrong_type","hil.zephyr.frdm_rw612","2026-08-10","passed","2026-08-10","","test_settings","",""
"","1279","test_many_args","hil.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","7228","test_lightdb_observed","hil.linux.linux","2026-08-10","passed","2026-08-10","","test_lightdb","",""
"","29487","test_cancel_all","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-10","passed","2026-08-10","","test_settings","",""
"","16721","test_cert_provisioning","sample.zephyr.native_sim_32","2026-08-10","passed","2026-08-10","","certificate_provisioning","",""
"","18738","test_observation_cancel_all","hil.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","515","test_not_registered","hil.zephyr.frdm_rw612","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","2932","test_set_float","hil.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","test_settings","",""
"","711","test_manifest","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-10","passed","2026-08-10","","test_ota","",""
"","112557","test_hello","sample.zephyr.nrf9160dk","2026-08-10","broken","2026-08-10","","hello.cid","",""
"","22615","test_hello","sample.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","hello","",""
"","1896","test_set_float_whole","hil.linux.linux","2026-08-10","passed","2026-08-10","","test_settings","",""
"","5769","test_resume","hil.zephyr.esp32s3_devkitc","2026-08-10","passed","2026-08-10","","test_ota","",""
"","18946","test_observation_cancel_all","hil.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","6179","test_block_upload","hil.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","test_stream","",""
"","24920","test_observation_repeat_restart","hil.zephyr.nrf9160dk","2026-08-10","broken","2026-08-10","","test_rpc","",""
"","673","test_lightdb_deleted","hil.zephyr.native_sim_32","2026-08-10","passed","2026-08-10","","test_lightdb","",""
"","362","test_multi_block_upload","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-10","passed","2026-08-10","","test_stream","",""
"","1981","test_set_float_whole","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-10","passed","2026-08-10","","test_settings","",""
"","16467","test_cert_provisioning","sample.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","certificate_provisioning","",""
"","19306","test_logging","sample.zephyr.esp32s3_devkitc","2026-08-10","passed","2026-08-10","","logging","",""
"","6438","test_block_upload","hil.zephyr.nrf9160dk","2026-08-10","passed","2026-08-10","","test_stream","",""
"","750","test_object_return","hil.zephyr.native_sim_32","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","363","test_string_return","hil.zephyr.native_sim_32","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","27151","test_cancel_all","hil.linux.linux","2026-08-10","passed","2026-08-10","","test_settings","",""
"","3062","test_set_int_range_min","hil.zephyr.nrf52840dk","2026-08-10","passed","2026-08-10","","test_settings","",""
"","386","test_float_return","hil.zephyr.native_sim_32","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","582","test_bool_return","hil.zephyr.esp32s3_devkitc","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","13204","test_reason_and_state","hil.zephyr.frdm_rw612","2026-08-10","passed","2026-08-10","","test_ota","",""
"","11793","test_int_too_small","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-10","passed","2026-08-10","","test_settings","",""
"","353","test_object_return","hil.zephyr.frdm_rw612","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","11643","test_int_too_small","hil.zephyr.native_sim_32","2026-08-10","passed","2026-08-10","","test_settings","",""
"","92653","test_stream","sample.zephyr.frdm_rw612","2026-08-10","broken","2026-08-10","","stream","",""
"","289735","test_fw_update","sample.esp-idf.esp32s3_devkitc_espidf","2026-08-10","passed","2026-08-10","","test_sample","",""
"","23246","test_observation_repeat_restart","hil.zephyr.native_sim_64","2026-08-10","passed","2026-08-10","","test_rpc","",""
"","1866","test_set_float","hil.linux.linux","2026-08-10","passed","2026-08-10","","test_settings","",""
