"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 04 19:21:54 GMT 2024","Fri Oct 04 19:21:56 GMT 2024","1366","hil.esp-idf.esp32s3_devkitc_espidf","test_rpc","","","","test_invalid_arg",""
"passed","Fri Oct 04 20:20:04 GMT 2024","Fri Oct 04 20:20:20 GMT 2024","16563","sample.zephyr.nrf9160dk","test_sample","","","","test_logging",""
"passed","Fri Oct 04 17:47:34 GMT 2024","Fri Oct 04 17:47:34 GMT 2024","468","hil.linux.linux","test_rpc","","","","test_invalid_arg",""
"broken","Fri Oct 04 19:58:25 GMT 2024","Fri Oct 04 19:58:25 GMT 2024","0","hil.zephyr.esp32_devkitc_wrover","test_rpc","","","","test_bool_return",""
"passed","Fri Oct 04 19:52:36 GMT 2024","Fri Oct 04 19:52:41 GMT 2024","4991","hil.esp-idf.esp32_devkitc_wrover_espidf","test_settings","","","","test_set_float",""
"passed","Fri Oct 04 17:48:57 GMT 2024","Fri Oct 04 17:48:57 GMT 2024","561","hil.linux.linux","test_settings","","","","test_wrong_type",""
"passed","Fri Oct 04 19:47:05 GMT 2024","Fri Oct 04 19:48:26 GMT 2024","80427","hil.esp-idf.esp32_devkitc_wrover_espidf","test_ota","","","","test_reason_and_state",""
"broken","Fri Oct 04 19:57:35 GMT 2024","Fri Oct 04 19:57:35 GMT 2024","0","hil.zephyr.esp32_devkitc_wrover","test_ota","","","","test_block_operations",""
"passed","Fri Oct 04 19:49:25 GMT 2024","Fri Oct 04 19:49:26 GMT 2024","1255","hil.esp-idf.esp32_devkitc_wrover_espidf","test_rpc","","","","test_int_return",""
"passed","Fri Oct 04 19:18:29 GMT 2024","Fri Oct 04 19:18:33 GMT 2024","4091","hil.esp-idf.esp32s3_devkitc_espidf","test_lightdb","","","","test_lightdb_deleted",""
"passed","Fri Oct 04 19:47:55 GMT 2024","Fri Oct 04 19:47:56 GMT 2024","960","hil.zephyr.nrf52840dk","test_rpc","","","","test_no_args",""
"passed","Fri Oct 04 19:56:35 GMT 2024","Fri Oct 04 19:56:36 GMT 2024","417","hil.zephyr.esp32_devkitc_wrover","test_lightdb","","","","test_lightdb_invalid",""
"passed","Fri Oct 04 19:18:33 GMT 2024","Fri Oct 04 19:18:33 GMT 2024","386","hil.esp-idf.esp32s3_devkitc_espidf","test_lightdb","","","","test_lightdb_invalid",""
"passed","Fri Oct 04 19:06:23 GMT 2024","Fri Oct 04 19:06:34 GMT 2024","11460","hil.esp-idf.esp32c3_devkitm_espidf","test_ota","","","","test_block_operations",""
"passed","Fri Oct 04 17:48:16 GMT 2024","Fri Oct 04 17:48:18 GMT 2024","2534","hil.linux.linux","test_settings","","","","test_set_int_range_max",""
"passed","Fri Oct 04 17:48:09 GMT 2024","Fri Oct 04 17:48:13 GMT 2024","3365","hil.linux.linux","test_settings","","","","test_set_int_range",""
"passed","Fri Oct 04 19:51:19 GMT 2024","Fri Oct 04 19:51:25 GMT 2024","5717","hil.esp-idf.esp32_devkitc_wrover_espidf","test_settings","","","","test_set_int",""
"passed","Fri Oct 04 19:59:53 GMT 2024","Fri Oct 04 19:59:58 GMT 2024","4416","hil.zephyr.esp32_devkitc_wrover","test_settings","","","","test_set_int_range_min",""
"passed","Fri Oct 04 19:24:03 GMT 2024","Fri Oct 04 19:24:16 GMT 2024","12940","hil.esp-idf.esp32s3_devkitc_espidf","test_settings","","","","test_int_too_small",""
"broken","Fri Oct 04 19:58:26 GMT 2024","Fri Oct 04 19:58:26 GMT 2024","0","hil.zephyr.esp32_devkitc_wrover","test_rpc","","","","test_invalid_arg",""
"passed","Fri Oct 04 19:50:58 GMT 2024","Fri Oct 04 19:51:31 GMT 2024","32336","hil.zephyr.nrf52840dk","test_settings","","","","test_cancel_all",""
"passed","Fri Oct 04 20:16:46 GMT 2024","Fri Oct 04 20:17:10 GMT 2024","23622","sample.zephyr.mimxrt1024_evk","test_sample","","","","test_lightdb_set",""
"passed","Fri Oct 04 19:57:12 GMT 2024","Fri Oct 04 19:57:32 GMT 2024","19633","hil.zephyr.mimxrt1024_evk","test_rpc","","","","test_observation_cancel_all",""
"passed","Fri Oct 04 19:24:43 GMT 2024","Fri Oct 04 19:24:56 GMT 2024","12882","hil.esp-idf.esp32s3_devkitc_espidf","test_settings","","","","test_set_int_range_out_max",""
"passed","Fri Oct 04 19:48:04 GMT 2024","Fri Oct 04 19:48:09 GMT 2024","5339","hil.zephyr.nrf52840dk","test_rpc","","","","test_malformed_response",""
"passed","Fri Oct 04 17:47:50 GMT 2024","Fri Oct 04 17:47:52 GMT 2024","2220","hil.linux.linux","test_lightdb","","","","test_lightdb_deleted",""
"passed","Fri Oct 04 19:58:40 GMT 2024","Fri Oct 04 19:58:55 GMT 2024","14324","hil.zephyr.mimxrt1024_evk","test_settings","","","","test_int_too_small",""
"passed","Fri Oct 04 19:11:49 GMT 2024","Fri Oct 04 19:11:53 GMT 2024","4242","hil.esp-idf.esp32c3_devkitm_espidf","test_settings","","","","test_set_float",""
"passed","Fri Oct 04 17:47:32 GMT 2024","Fri Oct 04 17:47:32 GMT 2024","283","hil.linux.linux","test_ota","","","","test_manifest",""
"passed","Fri Oct 04 19:56:46 GMT 2024","Fri Oct 04 19:56:47 GMT 2024","1066","hil.zephyr.mimxrt1024_evk","test_rpc","","","","test_invalid_arg",""
"passed","Fri Oct 04 19:24:25 GMT 2024","Fri Oct 04 19:24:30 GMT 2024","4576","hil.esp-idf.esp32s3_devkitc_espidf","test_settings","","","","test_set_int_range_max",""
"passed","Fri Oct 04 19:49:57 GMT 2024","Fri Oct 04 19:50:02 GMT 2024","5186","hil.zephyr.nrf52840dk","test_settings","","","","test_set_int_range",""
"passed","Fri Oct 04 19:53:16 GMT 2024","Fri Oct 04 19:53:24 GMT 2024","7983","hil.zephyr.mimxrt1024_evk","test_lightdb","","","","test_lightdb_reported",""
