"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5251","test_no_args","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-24","broken","2026-08-24","","test_rpc","",""
"","1459","test_many_args","hil.zephyr.frdm_rw612","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","2625","test_set_int_range_min","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-24","passed","2026-08-24","","test_settings","",""
"","6289","test_block_upload","hil.zephyr.native_sim_64","2026-08-24","passed","2026-08-24","","test_stream","",""
"","23582","test_stream","sample.esp-idf.esp32s3_devkitc_espidf","2026-08-24","passed","2026-08-24","","test_sample","",""
"","10457","test_set_int_range_max","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-24","broken","2026-08-24","","test_settings","",""
"","7727","test_set_string","hil.zephyr.nrf9160dk","2026-08-24","passed","2026-08-24","","test_settings","",""
"","11791","test_set_int_range_out_min","hil.zephyr.esp32s3_devkitc","2026-08-24","passed","2026-08-24","","test_settings","",""
"","11076","test_settings","sample.esp-idf.esp32s3_devkitc_espidf","2026-08-24","passed","2026-08-24","","test_sample","",""
"","1239","test_lightdb_deleted","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-24","passed","2026-08-24","","test_lightdb","",""
"","26716","test_hello","sample.zephyr.nrf9160dk","2026-08-24","passed","2026-08-24","","hello","",""
"","2189","test_set_bool","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-24","passed","2026-08-24","","test_settings","",""
"","2728","test_set_bool","hil.zephyr.native_sim_64","2026-08-24","passed","2026-08-24","","test_settings","",""
"","5184","test_malformed_response","hil.zephyr.esp32s3_devkitc","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","3300","test_set_int","hil.zephyr.nrf52840dk","2026-08-24","passed","2026-08-24","","test_settings","",""
"","1298","test_many_args","hil.zephyr.native_sim_32","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","1341","test_lightdb_deleted","hil.zephyr.frdm_rw612","2026-08-24","passed","2026-08-24","","test_lightdb","",""
"","2756","test_set_int_range_max","hil.zephyr.native_sim_32","2026-08-24","passed","2026-08-24","","test_settings","",""
"","22767","test_hello","sample.esp-idf.esp32s3_devkitc_espidf","2026-08-24","passed","2026-08-24","","test_sample","",""
"","241","test_wrong_type","hil.zephyr.frdm_rw612","2026-08-24","passed","2026-08-24","","test_settings","",""
"","5150","test_malformed_response","hil.zephyr.native_sim_32","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","3266","test_set_bool","hil.zephyr.nrf52840dk","2026-08-24","passed","2026-08-24","","test_settings","",""
"","482","test_float_return","hil.zephyr.frdm_rw612","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","5226","test_invalid_arg","hil.zephyr.nrf52840dk","2026-08-24","broken","2026-08-24","","test_rpc","",""
"","1178","test_bool_return","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","3276","test_set_float","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-24","passed","2026-08-24","","test_settings","",""
"","20246","test_lightdb_get","sample.zephyr.native_sim_64","2026-08-24","passed","2026-08-24","","lightdb_get","",""
"","563","test_not_registered","hil.zephyr.native_sim_32","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","822","test_not_registered","hil.zephyr.nrf52840dk","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","9471","test_lightdb_observe","sample.zephyr.frdm_rw612","2026-08-24","passed","2026-08-24","","lightdb_observe","",""
"","5148","test_no_args","hil.zephyr.nrf52840dk","2026-08-24","broken","2026-08-24","","test_rpc","",""
"","3476","test_set_int_range","hil.zephyr.nrf52840dk","2026-08-24","passed","2026-08-24","","test_settings","",""
"","7255","test_lightdb_observe","sample.zephyr.nrf52840dk","2026-08-24","passed","2026-08-24","","lightdb_observe","",""
"","15471","test_lightdb_set","sample.zephyr.native_sim_64","2026-08-24","passed","2026-08-24","","lightdb_set","",""
"","30272","test_resume","hil.zephyr.nrf52840dk","2026-08-24","broken","2026-08-24","","test_ota","",""
"","172219","test_fw_update","sample.zephyr.nrf52840dk","2026-08-24","passed","2026-08-24","","fw_update","",""
"","1270","test_int_return","hil.zephyr.nrf9160dk","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","31499","test_cancel_all","hil.zephyr.nrf9160dk","2026-08-24","passed","2026-08-24","","test_settings","",""
"","3676","test_set_int_range","hil.zephyr.nrf9160dk","2026-08-24","passed","2026-08-24","","test_settings","",""
"","28256","test_restart","hil.zephyr.nrf52840dk","2026-08-24","passed","2026-08-24","","test_settings","",""
"","5177","test_observation_cancel_all","hil.esp-idf.esp32s3_devkitc_espidf","2026-08-24","broken","2026-08-24","","test_rpc","",""
"","22363","test_hello","sample.zephyr.native_sim_32","2026-08-24","passed","2026-08-24","","hello.psa_crypto","",""
"","8136","test_lightdb_observed","hil.zephyr.nrf9160dk","2026-08-24","passed","2026-08-24","","test_lightdb","",""
"","18788","test_observation_cancel_all","hil.zephyr.frdm_rw612","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","784","test_not_registered","hil.zephyr.esp32s3_devkitc","2026-08-24","passed","2026-08-24","","test_rpc","",""
"","5683","test_lightdb_observed","hil.linux.linux","2026-08-24","passed","2026-08-24","","test_lightdb","",""
"","29424","test_restart","hil.zephyr.nrf9160dk","2026-08-24","passed","2026-08-24","","test_settings","",""
