"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20434","test_lightdb_get","sample.zephyr.native_sim_32","Mon Dec 22 19:58:44 UTC 2025","passed","Mon Dec 22 19:59:05 UTC 2025","","lightdb_get","",""
"","7415","test_location","sample.zephyr.native_sim_32","Mon Dec 22 20:02:55 UTC 2025","passed","Mon Dec 22 20:03:03 UTC 2025","","location.playback.wifi","",""
"","15358","test_lightdb_set","sample.zephyr.native_sim_64","Mon Dec 22 19:58:43 UTC 2025","passed","Mon Dec 22 19:58:59 UTC 2025","","lightdb_set","",""
"","16808","test_cert_provisioning","sample.zephyr.native_sim_32","Mon Dec 22 20:00:48 UTC 2025","passed","Mon Dec 22 20:01:04 UTC 2025","","certificate_provisioning.psa_crypto","",""
"","17232","test_location","sample.zephyr.native_sim_32","Mon Dec 22 20:03:34 UTC 2025","passed","Mon Dec 22 20:03:51 UTC 2025","","location.playback","",""
"","7267","test_location","sample.zephyr.native_sim_64","Mon Dec 22 20:03:17 UTC 2025","passed","Mon Dec 22 20:03:25 UTC 2025","","location.playback.wifi","",""
"","21259","test_hello","sample.zephyr.native_sim_32","Mon Dec 22 20:04:36 UTC 2025","failed","Mon Dec 22 20:04:57 UTC 2025","","hello.psa_crypto","",""
"","5835","test_settings","sample.zephyr.native_sim_32","Mon Dec 22 20:00:42 UTC 2025","passed","Mon Dec 22 20:00:47 UTC 2025","","settings","",""
"","17146","test_location","sample.zephyr.native_sim_64","Mon Dec 22 20:02:25 UTC 2025","passed","Mon Dec 22 20:02:42 UTC 2025","","location.playback.cellular","",""
"","6126","test_settings","sample.zephyr.native_sim_64","Mon Dec 22 20:00:39 UTC 2025","passed","Mon Dec 22 20:00:45 UTC 2025","","settings","",""
"","5398","test_lightdb_observe","sample.zephyr.native_sim_32","Mon Dec 22 19:59:18 UTC 2025","passed","Mon Dec 22 19:59:23 UTC 2025","","lightdb_observe","",""
"","17135","test_cert_provisioning","sample.zephyr.native_sim_32","Mon Dec 22 20:01:11 UTC 2025","passed","Mon Dec 22 20:01:28 UTC 2025","","certificate_provisioning","",""
"","16474","test_logging","sample.zephyr.native_sim_64","Mon Dec 22 19:58:43 UTC 2025","failed","Mon Dec 22 19:59:00 UTC 2025","","logging","",""
"","21233","test_hello","sample.zephyr.native_sim_64","Mon Dec 22 20:05:08 UTC 2025","failed","Mon Dec 22 20:05:30 UTC 2025","","hello.psa_crypto","",""
"","16535","test_logging","sample.zephyr.native_sim_32","Mon Dec 22 19:58:44 UTC 2025","failed","Mon Dec 22 19:59:01 UTC 2025","","logging","",""
"","21336","test_hello","sample.zephyr.native_sim_32","Mon Dec 22 20:04:28 UTC 2025","failed","Mon Dec 22 20:04:49 UTC 2025","","hello.cid","",""
"","6511","test_rpc","sample.zephyr.native_sim_32","Mon Dec 22 20:02:19 UTC 2025","passed","Mon Dec 22 20:02:25 UTC 2025","","rpc","",""
"","22380","test_stream","sample.zephyr.native_sim_64","Mon Dec 22 20:01:27 UTC 2025","passed","Mon Dec 22 20:01:50 UTC 2025","","stream","",""
"","21396","test_hello","sample.zephyr.native_sim_32","Mon Dec 22 20:05:13 UTC 2025","failed","Mon Dec 22 20:05:34 UTC 2025","","hello","",""
"","21472","test_hello","sample.zephyr.native_sim_64","Mon Dec 22 20:05:13 UTC 2025","failed","Mon Dec 22 20:05:34 UTC 2025","","hello","",""
"","16744","test_cert_provisioning","sample.zephyr.native_sim_64","Mon Dec 22 20:00:48 UTC 2025","passed","Mon Dec 22 20:01:05 UTC 2025","","certificate_provisioning.psa_crypto","",""
"","17244","test_location","sample.zephyr.native_sim_64","Mon Dec 22 20:03:21 UTC 2025","passed","Mon Dec 22 20:03:38 UTC 2025","","location.playback","",""
"","30374","test_stream","sample.zephyr.native_sim_32","Mon Dec 22 20:02:19 UTC 2025","passed","Mon Dec 22 20:02:49 UTC 2025","","stream","",""
"","15452","test_lightdb_set","sample.zephyr.native_sim_32","Mon Dec 22 19:58:44 UTC 2025","passed","Mon Dec 22 19:59:00 UTC 2025","","lightdb_set","",""
"","7254","test_lightdb_delete","sample.zephyr.native_sim_32","Mon Dec 22 20:00:42 UTC 2025","passed","Mon Dec 22 20:00:49 UTC 2025","","lightdb_delete","",""
"","17251","test_location","sample.zephyr.native_sim_32","Mon Dec 22 20:02:35 UTC 2025","passed","Mon Dec 22 20:02:52 UTC 2025","","location.playback.cellular","",""
"","21269","test_hello","sample.zephyr.native_sim_64","Mon Dec 22 20:04:14 UTC 2025","failed","Mon Dec 22 20:04:35 UTC 2025","","hello.cid","",""
"","6009","test_rpc","sample.zephyr.native_sim_64","Mon Dec 22 20:02:16 UTC 2025","passed","Mon Dec 22 20:02:22 UTC 2025","","rpc","",""
"","5216","test_lightdb_observe","sample.zephyr.native_sim_64","Mon Dec 22 19:59:36 UTC 2025","passed","Mon Dec 22 19:59:41 UTC 2025","","lightdb_observe","",""
"","16488","test_cert_provisioning","sample.zephyr.native_sim_64","Mon Dec 22 20:01:24 UTC 2025","passed","Mon Dec 22 20:01:41 UTC 2025","","certificate_provisioning","",""
"","7281","test_lightdb_delete","sample.zephyr.native_sim_64","Mon Dec 22 19:59:40 UTC 2025","passed","Mon Dec 22 19:59:48 UTC 2025","","lightdb_delete","",""
