"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3974","test_lightdb_deleted","hil.zephyr.nrf52840dk","Thu Jan 09 21:09:13 GMT 2025","passed","Thu Jan 09 21:09:17 GMT 2025","","test_lightdb","",""
"","555","test_wrong_type","hil.esp-idf.esp32_devkitc_wrover_espidf","Thu Jan 09 21:04:32 GMT 2025","passed","Thu Jan 09 21:04:33 GMT 2025","","test_settings","",""
"","5699","test_set_bool","hil.esp-idf.esp32_devkitc_wrover_espidf","Thu Jan 09 21:04:14 GMT 2025","passed","Thu Jan 09 21:04:20 GMT 2025","","test_settings","",""
"","10753","test_rpc","sample.zephyr.nrf52840dk","Thu Jan 09 21:19:15 GMT 2025","passed","Thu Jan 09 21:19:26 GMT 2025","","test_sample","",""
"","453","test_wrong_type","hil.esp-idf.esp32c3_devkitm_espidf","Thu Jan 09 20:46:21 GMT 2025","passed","Thu Jan 09 20:46:21 GMT 2025","","test_settings","",""
"","812","test_manifest","hil.zephyr.nrf52840dk","Thu Jan 09 21:05:08 GMT 2025","passed","Thu Jan 09 21:05:09 GMT 2025","","test_ota","",""
"","1486","test_one_arg","hil.esp-idf.esp32c3_devkitm_espidf","Thu Jan 09 20:42:56 GMT 2025","passed","Thu Jan 09 20:42:57 GMT 2025","","test_rpc","",""
"","3024","test_set_int_range_max","hil.zephyr.native_sim_32","Thu Jan 09 20:34:53 GMT 2025","passed","Thu Jan 09 20:34:56 GMT 2025","","test_settings","",""
"","5332","test_malformed_response","hil.zephyr.nrf9160dk","Thu Jan 09 20:59:29 GMT 2025","passed","Thu Jan 09 20:59:34 GMT 2025","","test_rpc","",""
"","11475","test_int_too_small","hil.linux.linux","Thu Jan 09 20:32:49 GMT 2025","passed","Thu Jan 09 20:33:00 GMT 2025","","test_settings","",""
"","12381","test_int_too_small","hil.esp-idf.esp32c3_devkitm_espidf","Thu Jan 09 20:45:19 GMT 2025","passed","Thu Jan 09 20:45:31 GMT 2025","","test_settings","",""
"","202","test_manifest","hil.zephyr.native_sim_32","Thu Jan 09 20:34:26 GMT 2025","passed","Thu Jan 09 20:34:26 GMT 2025","","test_ota","",""
"","19314","test_logging","sample.zephyr.nrf9160dk","Thu Jan 09 21:47:34 GMT 2025","passed","Thu Jan 09 21:47:54 GMT 2025","","test_sample","",""
"","47349","test_reason_and_state","hil.zephyr.mimxrt1024_evk","Thu Jan 09 20:38:42 GMT 2025","passed","Thu Jan 09 20:39:29 GMT 2025","","test_ota","",""
"","24686","test_observation_repeat_restart","hil.zephyr.nrf52840dk","Thu Jan 09 21:11:55 GMT 2025","passed","Thu Jan 09 21:12:20 GMT 2025","","test_rpc","",""
