"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Dec 15 04:47:53 GMT 2024","Sun Dec 15 04:47:53 GMT 2024","0","sample.zephyr.nrf9160dk","test_sample","","","","test_hello",""
"passed","Sun Dec 15 04:35:49 GMT 2024","Sun Dec 15 04:37:59 GMT 2024","129908","sample.zephyr.nrf52840dk","test_sample","","","","test_fw_update",""
"passed","Sun Dec 15 04:38:32 GMT 2024","Sun Dec 15 04:38:51 GMT 2024","18888","sample.zephyr.nrf52840dk","test_sample","","","","test_logging",""
"broken","Sun Dec 15 04:41:27 GMT 2024","Sun Dec 15 04:41:27 GMT 2024","0","sample.zephyr.esp32_devkitc_wrover","test_sample","","","","test_lightdb_get",""
"broken","Sun Dec 15 04:37:18 GMT 2024","Sun Dec 15 04:37:18 GMT 2024","0","sample.zephyr.mimxrt1024_evk","test_sample","","","","test_hello",""
"passed","Sun Dec 15 04:51:12 GMT 2024","Sun Dec 15 04:52:05 GMT 2024","53275","sample.zephyr.rak5010","test_sample","","","","test_hello",""
"broken","Sun Dec 15 04:46:39 GMT 2024","Sun Dec 15 04:46:39 GMT 2024","0","sample.zephyr.nrf9160dk","test_sample","","","","test_fw_update",""
"broken","Sun Dec 15 04:47:45 GMT 2024","Sun Dec 15 04:47:45 GMT 2024","0","sample.zephyr.nrf9160dk","test_sample","","","","test_cert_provisioning",""
"broken","Sun Dec 15 04:36:16 GMT 2024","Sun Dec 15 04:36:16 GMT 2024","0","sample.zephyr.mimxrt1024_evk","test_sample","","","","test_lightdb_set",""
"passed","Sun Dec 15 04:46:00 GMT 2024","Sun Dec 15 04:46:53 GMT 2024","52565","sample.zephyr.rak5010","test_sample","","","","test_stream",""
"broken","Sun Dec 15 04:36:04 GMT 2024","Sun Dec 15 04:36:27 GMT 2024","22471","sample.zephyr.rak5010","test_sample","","","","test_rpc",""
"passed","Sun Dec 15 04:38:38 GMT 2024","Sun Dec 15 04:39:37 GMT 2024","59140","sample.zephyr.rak5010","test_sample","","","","test_lightdb_get",""
"passed","Sun Dec 15 04:46:47 GMT 2024","Sun Dec 15 04:47:14 GMT 2024","26922","sample.zephyr.nrf52840dk","test_sample","","","","test_hello",""
"passed","Sun Dec 15 04:45:32 GMT 2024","Sun Dec 15 04:46:14 GMT 2024","42328","sample.zephyr.nrf52840dk","test_sample","","","","test_cert_provisioning",""
"broken","Sun Dec 15 04:42:24 GMT 2024","Sun Dec 15 04:42:24 GMT 2024","0","sample.zephyr.esp32_devkitc_wrover","test_sample","","","","test_hello",""
"broken","Sun Dec 15 04:36:51 GMT 2024","Sun Dec 15 04:36:51 GMT 2024","0","sample.zephyr.mimxrt1024_evk","test_sample","","","","test_stream",""
"passed","Sun Dec 15 04:40:18 GMT 2024","Sun Dec 15 04:41:13 GMT 2024","54982","sample.zephyr.rak5010","test_sample","","","","test_lightdb_set",""
"broken","Sun Dec 15 04:46:50 GMT 2024","Sun Dec 15 04:46:50 GMT 2024","0","sample.zephyr.nrf9160dk","test_sample","","","","test_logging",""
"broken","Sun Dec 15 04:41:10 GMT 2024","Sun Dec 15 04:41:10 GMT 2024","0","sample.zephyr.esp32_devkitc_wrover","test_sample","","","","test_rpc",""
